distance_km,Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Road_traffic_density,Weather_conditions,Festival,Time_taken_min,late
3.15,22.0,4.2,0,1.0,Low,Stormy,No,29,0
13.83,20.0,4.7,1,1.0,Jam,Sandstorms,No,29,0
6.04,26.0,4.5,0,1.0,High,Sunny,No,46,1
19.63,36.0,4.3,2,1.0,Low,Cloudy,No,36,1
10.59,27.0,4.7,2,0.0,Jam,Sunny,No,12,0
8.99,22.0,4.1,1,1.0,Jam,Fog,No,33,1
13.99,32.0,4.1,0,1.0,Jam,Sandstorms,No,45,1
6.21,27.0,4.8,2,0.0,High,Sandstorms,No,13,0
13.99,37.0,4.6,0,1.0,Low,Windy,No,28,0
17.08,25.0,4.6,1,0.0,Low,Cloudy,No,27,0
20.44,28.0,4.9,0,1.0,Low,Fog,No,20,0
10.88,32.0,4.3,2,1.0,Jam,Cloudy,No,39,1
6.15,27.0,4.7,0,0.0,Medium,Fog,No,29,0
11.01,33.0,4.9,1,2.0,Jam,Fog,No,40,1
10.86,38.0,4.4,0,1.0,Jam,Sunny,No,33,1
12.42,22.0,4.7,0,1.0,Jam,Cloudy,No,35,1
7.68,33.0,4.8,2,1.0,Low,Sunny,No,17,0
4.41,26.0,4.5,0,1.0,Low,Stormy,No,20,0
13.68,35.0,4.6,0,3.0,Jam,Windy,Yes,45,1
7.77,24.0,4.8,1,1.0,Medium,Sandstorms,No,23,0
20.21,29.0,4.9,1,0.0,Low,Windy,No,17,0
1.49,27.0,4.7,1,0.0,Low,Sandstorms,No,10,0
14.02,24.0,4.7,2,1.0,Medium,Fog,No,32,1
4.54,35.0,4.2,2,0.0,Jam,Stormy,No,33,1
6.29,24.0,4.5,0,0.0,High,Fog,No,28,0
7.77,22.0,4.9,1,0.0,Jam,Windy,No,12,0
7.79,24.0,4.7,1,1.0,Jam,Fog,No,24,0
9.44,31.0,4.7,1,0.0,Jam,Sunny,No,16,0
7.76,39.0,4.5,1,1.0,Jam,Fog,No,30,0
20.21,35.0,4.9,2,2.0,Jam,Cloudy,No,47,1
11.9,35.0,3.5,1,1.0,Medium,Sandstorms,No,31,1
19.66,36.0,4.2,2,1.0,Jam,Stormy,No,42,1
6.21,39.0,4.6,2,1.0,High,Windy,No,25,0
13.68,29.0,4.9,1,1.0,Low,Fog,No,26,0
6.04,25.0,4.2,0,1.0,High,Sunny,No,44,1
9.18,39.0,4.8,1,0.0,Medium,Fog,No,17,0
8.99,27.0,4.5,2,1.0,Medium,Sunny,No,18,0
7.79,23.0,4.8,1,0.0,Jam,Stormy,No,13,0
17.07,37.0,4.8,0,1.0,Jam,Cloudy,No,42,1
3.1,29.0,4.7,0,1.0,High,Cloudy,No,28,0
10.56,22.0,2.5,2,1.0,Low,Sunny,No,35,1
5.96,30.0,4.9,2,0.0,Medium,Sunny,No,15,0
1.51,22.0,4.6,1,1.0,Low,Fog,No,15,0
12.43,24.0,4.8,1,0.0,Medium,Sunny,No,14,0
7.6,36.0,4.9,1,0.0,Jam,Sandstorms,No,28,0
13.74,20.0,4.9,2,0.0,Low,Fog,No,20,0
7.76,22.0,4.9,2,1.0,Jam,Sunny,No,19,0
20.85,35.0,4.5,1,0.0,Medium,Windy,No,21,0
7.68,28.0,4.8,2,1.0,Medium,Stormy,No,28,0
3.11,28.0,4.7,2,1.0,Low,Fog,No,18,0
3.03,29.0,4.2,2,1.0,High,Fog,No,33,1
7.66,26.0,5.0,1,1.0,Jam,Stormy,No,26,0
20.21,27.0,4.7,1,1.0,Jam,Sandstorms,No,18,0
10.72,35.0,4.5,2,1.0,Medium,Stormy,No,34,1
6.21,21.0,4.6,1,0.0,High,Sandstorms,No,13,0
17.1,31.0,3.6,1,1.0,Jam,Windy,No,33,1
3.11,39.0,4.5,1,1.0,Low,Windy,No,29,0
6.18,38.0,4.7,2,1.0,High,Sunny,No,22,0
10.91,24.0,4.9,1,0.0,Medium,Windy,No,26,0
9.19,29.0,4.9,1,1.0,Low,Stormy,No,15,0
6.15,20.0,4.7,2,0.0,High,Windy,No,10,0
10.43,20.0,4.1,1,1.0,Jam,Fog,No,39,1
13.58,23.0,4.9,1,1.0,Jam,Windy,No,17,0
3.12,26.0,4.3,0,0.0,Low,Stormy,No,17,0
9.31,20.0,4.3,0,1.0,Low,Windy,No,17,0
7.76,28.0,5.0,1,0.0,Low,Sandstorms,No,17,0
11.98,22.0,3.2,1,1.0,Low,Sunny,Yes,41,1
7.86,23.0,5.0,0,0.0,Medium,Cloudy,No,21,0
20.44,37.0,4.7,0,3.0,Jam,Cloudy,No,52,1
4.66,28.0,4.1,0,1.0,Jam,Sunny,No,40,1
9.33,37.0,4.6,1,0.0,Low,Sandstorms,No,29,0
3.02,34.0,4.7,2,0.0,Low,Stormy,No,24,0
4.56,21.0,4.5,2,0.0,Jam,Stormy,No,17,0
1.49,33.0,5.0,1,0.0,Low,Stormy,No,27,0
14.02,27.0,4.6,0,1.0,Low,Sunny,No,21,0
10.59,26.0,4.5,1,0.0,Jam,Sandstorms,No,20,0
19.36,31.0,4.7,2,0.0,Low,Sunny,No,27,0
9.16,24.0,4.6,2,1.0,Jam,Sunny,No,19,0
12.29,38.0,4.7,0,2.0,Medium,Windy,No,45,1
17.07,20.0,4.9,0,1.0,Medium,Windy,No,31,1
6.05,23.0,4.5,0,1.0,Medium,Fog,No,22,0
6.15,25.0,5.0,1,0.0,High,Stormy,No,20,0
17.14,37.0,4.7,1,1.0,Low,Windy,No,21,0
6.21,39.0,4.6,1,1.0,Medium,Sunny,No,23,0
12.29,25.0,4.6,2,1.0,Low,Fog,No,25,0
13.99,37.0,4.6,2,0.0,Jam,Sandstorms,No,27,0
10.92,21.0,4.8,2,1.0,Jam,Sunny,No,23,0
13.58,32.0,4.3,1,0.0,Jam,Cloudy,No,39,1
13.39,22.0,4.2,1,1.0,Medium,Fog,No,39,1
19.84,33.0,4.6,2,1.0,Medium,Sunny,No,19,0
12.58,32.0,4.3,2,1.0,Medium,Fog,No,38,1
6.21,28.0,4.8,2,1.0,Medium,Stormy,No,27,0
11.01,39.0,5.0,0,1.0,Jam,Fog,Yes,46,1
7.55,31.0,4.6,0,1.0,Medium,Sunny,No,21,0
19.66,25.0,4.3,0,1.0,Medium,Windy,No,35,1
1.52,21.0,4.8,2,1.0,Low,Sandstorms,No,16,0
13.99,31.0,4.8,0,1.0,Jam,Stormy,No,42,1
11.94,30.0,4.6,0,1.0,Jam,Stormy,No,42,1
6.08,29.0,4.6,0,0.0,Medium,Windy,No,16,0
17.1,29.0,4.5,2,0.0,Low,Windy,No,14,0
16.64,34.0,5.0,0,1.0,Jam,Windy,Yes,42,1
6.04,32.0,4.4,0,1.0,High,Stormy,No,36,1
9.07,24.0,4.8,0,1.0,Medium,Sunny,No,24,0
5.96,36.0,4.7,0,1.0,High,Sandstorms,No,36,1
12.35,39.0,4.7,0,2.0,Medium,Stormy,No,37,1
9.35,22.0,4.9,1,1.0,Jam,Stormy,No,15,0
1.55,26.0,4.6,2,0.0,Low,Sandstorms,No,17,0
10.91,39.0,4.1,0,0.0,Medium,Stormy,No,37,1
10.91,28.0,4.9,0,1.0,Medium,Stormy,No,23,0
1.53,21.0,4.8,2,1.0,Low,Sandstorms,No,17,0
12.44,27.0,4.8,2,2.0,Jam,Cloudy,No,36,1
7.6,22.0,4.9,2,0.0,Jam,Windy,No,10,0
6.08,32.0,4.9,1,1.0,High,Sunny,No,23,0
10.56,38.0,3.9,2,1.0,Jam,Stormy,Yes,42,1
4.4,31.0,4.7,2,1.0,Medium,Sunny,No,21,0
12.58,36.0,3.5,1,1.0,Medium,Sandstorms,No,34,1
17.14,28.0,4.9,2,0.0,Jam,Sunny,No,12,0
3.05,33.0,4.0,2,0.0,High,Fog,No,31,1
12.44,38.0,3.6,2,1.0,Jam,Stormy,No,31,1
10.76,30.0,4.9,0,1.0,Low,Cloudy,No,39,1
13.41,36.0,4.1,2,1.0,Jam,Stormy,Yes,43,1
17.1,20.0,4.0,1,2.0,Jam,Fog,No,44,1
9.07,35.0,4.4,0,1.0,Low,Stormy,No,28,0
4.67,37.0,4.1,2,1.0,Jam,Cloudy,No,35,1
4.66,38.0,4.8,1,1.0,Medium,Sandstorms,No,28,0
4.72,25.0,4.7,2,1.0,Jam,Sandstorms,No,29,0
12.16,21.0,4.8,2,1.0,Jam,Stormy,No,29,0
5.96,26.0,4.9,2,1.0,High,Windy,No,26,0
3.11,35.0,4.8,2,0.0,Low,Stormy,No,24,0
14.02,23.0,4.7,2,1.0,Medium,Fog,No,34,1
4.66,27.0,4.8,1,1.0,Medium,Stormy,No,25,0
8.94,26.0,4.5,0,1.0,Medium,Windy,No,20,0
14.02,28.0,4.9,2,0.0,Jam,Windy,No,15,0
16.85,23.0,5.0,0,1.0,Jam,Stormy,No,34,1
3.11,38.0,4.9,0,1.0,Low,Sunny,No,29,0
11.01,26.0,4.8,1,1.0,Medium,Windy,No,19,0
16.83,37.0,4.8,0,1.0,Medium,Sunny,No,36,1
13.62,20.0,4.7,1,1.0,Low,Sandstorms,No,19,0
3.11,27.0,4.8,1,0.0,Low,Windy,No,15,0
17.3,36.0,4.6,0,2.0,Jam,Fog,No,40,1
10.87,24.0,4.6,2,2.0,Medium,Cloudy,No,38,1
4.4,33.0,4.9,2,1.0,Jam,Cloudy,No,30,0
4.66,33.0,4.7,1,1.0,Medium,Cloudy,No,17,0
3.02,28.0,4.7,1,1.0,Low,Sandstorms,No,18,0
1.55,34.0,4.6,1,1.0,High,Windy,No,25,0
7.49,36.0,4.8,0,1.0,Jam,Sunny,No,22,0
16.39,21.0,4.8,1,1.0,Jam,Cloudy,No,42,1
10.91,32.0,4.8,0,0.0,Low,Fog,No,40,1
12.58,31.0,4.9,1,1.0,Low,Windy,No,28,0
16.82,23.0,4.4,1,1.0,Jam,Fog,No,36,1
20.21,31.0,4.6,1,1.0,Medium,Windy,No,27,0
8.93,35.0,4.0,0,1.0,Low,Sandstorms,No,24,0
9.12,34.0,4.9,0,0.0,Low,Fog,No,29,0
1.51,37.0,4.9,2,0.0,Low,Sunny,No,10,0
10.87,25.0,5.0,1,1.0,Medium,Sandstorms,No,21,0
6.21,26.0,4.9,2,1.0,High,Cloudy,No,23,0
19.69,37.0,4.9,2,1.0,Low,Sandstorms,No,18,0
19.66,23.0,5.0,2,1.0,Low,Windy,No,13,0
3.12,22.0,4.6,0,1.0,Low,Sunny,No,16,0
10.87,34.0,3.7,1,0.0,Medium,Sandstorms,No,34,1
9.22,36.0,4.8,0,1.0,Medium,Windy,No,27,0
12.12,39.0,4.6,1,1.0,Jam,Sandstorms,No,26,0
17.1,33.0,4.6,2,2.0,Jam,Cloudy,No,42,1
9.18,20.0,4.7,2,1.0,Medium,Cloudy,No,12,0
1.51,38.0,4.9,2,1.0,Low,Sandstorms,No,23,0
1.55,20.0,4.7,2,1.0,Low,Stormy,No,10,0
1.51,20.0,4.0,1,1.0,High,Cloudy,No,32,1
4.56,33.0,4.7,0,1.0,Jam,Fog,No,30,0
14.02,39.0,4.1,0,0.0,Jam,Stormy,No,42,1
9.44,34.0,4.4,2,1.0,Jam,Windy,No,33,1
1.47,39.0,4.2,0,1.0,Low,Stormy,No,25,0
3.12,34.0,4.7,0,1.0,Low,Cloudy,No,24,0
16.6,36.0,4.7,0,2.0,Medium,Sunny,No,38,1
17.17,25.0,4.8,0,1.0,Jam,Cloudy,No,44,1
12.42,30.0,4.9,0,1.0,Jam,Stormy,Yes,40,1
16.39,25.0,4.6,0,0.0,Jam,Windy,No,28,0
13.41,33.0,5.0,2,0.0,Jam,Sunny,No,17,0
10.71,26.0,4.6,1,1.0,Medium,Windy,No,20,0
20.18,30.0,4.2,0,1.0,Medium,Sandstorms,No,35,1
13.83,32.0,4.5,2,1.0,Jam,Sunny,No,19,0
12.42,28.0,4.6,2,1.0,Jam,Windy,No,16,0
7.79,23.0,5.0,2,1.0,Low,Sunny,No,24,0
4.56,25.0,4.6,2,0.0,Low,Cloudy,No,18,0
4.56,35.0,4.9,2,0.0,Low,Windy,No,27,0
16.64,32.0,4.8,1,1.0,Jam,Sunny,No,25,0
13.97,35.0,4.8,2,2.0,Jam,Fog,No,40,1
16.72,35.0,4.1,1,1.0,Medium,Cloudy,No,38,1
5.96,29.0,4.9,1,0.0,High,Sunny,No,10,0
7.77,22.0,4.9,2,1.0,Low,Sunny,No,23,0
4.66,22.0,4.2,0,1.0,Low,Stormy,No,26,0
14.15,23.0,4.8,2,0.0,Jam,Sandstorms,No,24,0
4.72,25.0,4.7,1,0.0,Medium,Fog,No,14,0
3.03,37.0,4.5,1,1.0,Low,Windy,No,24,0
3.11,20.0,4.8,0,0.0,Low,Cloudy,No,21,0
12.46,30.0,4.4,1,0.0,Low,Fog,No,33,1
4.54,28.0,4.9,2,1.0,Medium,Sandstorms,No,27,0
10.64,36.0,4.6,1,0.0,Low,Sandstorms,No,19,0
9.05,32.0,5.0,2,1.0,Low,Sunny,No,18,0
7.77,35.0,4.5,1,1.0,Low,Cloudy,No,15,0
20.18,33.0,4.9,2,1.0,Jam,Fog,Yes,47,1
6.21,27.0,4.1,0,3.0,High,Sunny,No,54,1
6.22,29.0,4.6,1,0.0,Medium,Sunny,No,11,0
8.94,26.0,4.6,1,0.0,Low,Cloudy,No,13,0
13.99,25.0,4.7,0,1.0,Jam,Sunny,No,33,1
6.21,36.0,4.8,0,0.0,High,Sunny,No,21,0
14.02,31.0,4.8,0,2.0,Jam,Sunny,No,39,1
5.87,25.0,5.0,0,1.0,Medium,Windy,No,13,0
7.76,34.0,4.6,2,0.0,Medium,Fog,No,17,0
3.11,24.0,4.3,0,1.0,Low,Sandstorms,No,22,0
3.03,38.0,4.9,2,1.0,High,Cloudy,No,38,1
1.51,21.0,4.7,0,1.0,Low,Fog,No,18,0
9.12,24.0,4.5,2,0.0,Medium,Windy,No,26,0
3.06,23.0,4.8,1,0.0,Low,Cloudy,No,11,0
8.99,32.0,4.6,0,1.0,Medium,Sunny,No,22,0
10.26,23.0,4.9,0,1.0,Jam,Windy,No,28,0
12.21,36.0,4.1,0,1.0,Low,Cloudy,No,39,1
17.1,39.0,4.2,2,0.0,Low,Cloudy,No,33,1
3.15,26.0,4.6,2,1.0,High,Fog,No,30,0
4.53,30.0,4.1,0,1.0,Jam,Fog,No,31,1
12.21,34.0,4.6,0,1.0,Medium,Windy,No,49,1
3.1,37.0,4.9,2,0.0,Low,Sunny,No,12,0
1.55,30.0,4.5,0,1.0,High,Cloudy,No,29,0
20.18,34.0,5.0,1,0.0,Jam,Cloudy,No,45,1
1.51,39.0,4.0,1,1.0,High,Fog,No,31,1
13.4,35.0,5.0,2,1.0,Jam,Windy,No,27,0
7.76,36.0,4.2,0,1.0,Jam,Sandstorms,No,35,1
12.58,24.0,4.8,1,1.0,Low,Cloudy,No,23,0
8.95,35.0,4.4,0,2.0,Jam,Stormy,No,37,1
7.56,31.0,4.6,2,1.0,Jam,Windy,No,25,0
7.76,27.0,4.6,2,1.0,Low,Windy,No,19,0
6.21,32.0,5.0,1,1.0,High,Windy,No,27,0
13.43,27.0,4.7,2,0.0,Jam,Sunny,No,12,0
6.21,38.0,4.7,2,0.0,High,Cloudy,No,29,0
10.43,35.0,4.3,2,0.0,Medium,Windy,No,37,1
6.21,23.0,4.7,0,0.0,High,Stormy,No,19,0
1.52,33.0,4.3,0,1.0,Low,Sandstorms,No,25,0
5.97,24.0,4.7,0,1.0,High,Windy,No,19,0
2.98,39.0,4.8,2,1.0,Low,Fog,No,19,0
6.04,39.0,5.0,1,1.0,High,Fog,No,29,0
5.96,37.0,4.5,2,1.0,Medium,Fog,No,17,0
7.76,24.0,4.5,2,0.0,Medium,Windy,No,29,0
3.07,28.0,5.0,1,0.0,Low,Sunny,No,15,0
6.22,32.0,5.0,1,1.0,High,Windy,No,31,1
17.3,29.0,4.8,1,0.0,Jam,Sandstorms,No,19,0
3.04,28.0,4.6,1,1.0,Low,Cloudy,No,17,0
3.11,37.0,4.7,1,1.0,Low,Windy,No,20,0
13.89,21.0,4.9,0,1.0,Jam,Cloudy,No,47,1
14.02,36.0,4.4,0,1.0,Jam,Stormy,No,53,1
16.64,26.0,4.5,2,0.0,Jam,Windy,No,24,0
13.61,30.0,4.9,1,1.0,Jam,Fog,No,39,1
9.33,22.0,4.6,0,1.0,Medium,Cloudy,No,28,0
20.18,30.0,5.0,2,1.0,Low,Sandstorms,No,28,0
6.08,24.0,4.5,1,0.0,High,Windy,No,24,0
10.71,35.0,4.6,0,1.0,Jam,Cloudy,No,45,1
6.22,37.0,4.9,1,1.0,High,Windy,No,31,1
7.56,32.0,4.6,0,1.0,Jam,Fog,No,30,0
6.12,27.0,4.6,1,1.0,High,Sandstorms,No,13,0
9.09,34.0,4.7,1,0.0,Low,Sunny,No,11,0
13.97,22.0,4.7,0,1.0,Jam,Sunny,No,15,0
6.29,23.0,4.8,1,1.0,Medium,Windy,No,23,0
20.21,22.0,4.8,1,0.0,Jam,Stormy,No,15,0
17.0,28.0,4.8,1,1.0,Medium,Sandstorms,No,27,0
1.49,25.0,4.7,2,1.0,Low,Stormy,No,11,0
10.76,30.0,4.8,0,2.0,Jam,Stormy,No,47,1
16.65,30.0,4.4,1,1.0,Jam,Sandstorms,No,34,1
3.12,36.0,4.7,2,1.0,Low,Sandstorms,No,21,0
12.58,20.0,4.9,0,0.0,Low,Sandstorms,No,17,0
7.65,25.0,4.9,0,0.0,Medium,Sunny,No,19,0
6.05,24.0,4.7,2,1.0,Medium,Fog,No,15,0
13.61,33.0,5.0,2,1.0,Low,Windy,No,22,0
10.49,36.0,5.0,0,0.0,Medium,Fog,No,47,1
13.77,37.0,5.0,1,0.0,Jam,Cloudy,No,49,1
10.76,21.0,4.6,1,1.0,Jam,Fog,No,33,1
4.67,32.0,4.6,0,1.0,Medium,Sandstorms,No,27,0
12.1,25.0,4.4,2,1.0,Medium,Cloudy,No,39,1
10.59,30.0,4.9,0,1.0,Medium,Sunny,No,34,1
10.76,24.0,4.3,1,0.0,Jam,Fog,No,33,1
10.64,35.0,4.7,0,0.0,Low,Fog,No,37,1
13.83,20.0,4.7,2,0.0,Jam,Sunny,No,17,0
12.58,33.0,3.6,1,1.0,Jam,Sandstorms,No,31,1
9.35,35.0,4.3,0,1.0,Low,Sandstorms,No,27,0
1.51,26.0,4.4,0,1.0,Low,Stormy,No,27,0
17.14,31.0,4.5,1,1.0,Low,Windy,No,16,0
19.67,23.0,4.9,0,1.0,Low,Fog,No,22,0
13.68,26.0,4.2,0,1.0,Jam,Stormy,No,31,1
20.21,28.0,4.7,2,0.0,Medium,Windy,No,18,0
1.57,25.0,4.5,1,1.0,Low,Windy,No,15,0
3.15,39.0,4.7,1,0.0,Low,Sandstorms,No,25,0
9.06,38.0,4.6,1,1.0,Jam,Stormy,No,33,1
1.56,33.0,4.9,2,1.0,High,Windy,No,28,0
20.85,24.0,4.1,2,1.0,Jam,Fog,No,39,1
10.72,28.0,4.9,0,0.0,Jam,Windy,No,27,0
4.56,25.0,4.7,2,1.0,Low,Sunny,No,18,0
10.7,36.0,4.1,2,1.0,Jam,Windy,No,32,1
16.38,23.0,5.0,2,1.0,Medium,Cloudy,No,30,0
7.86,38.0,4.8,0,0.0,Medium,Sunny,No,22,0
3.07,34.0,4.2,0,1.0,Low,Windy,No,25,0
9.44,31.0,5.0,1,2.0,Jam,Cloudy,No,35,1
16.85,34.0,4.5,0,1.0,Low,Sunny,No,25,0
7.68,37.0,4.8,1,0.0,Jam,Sunny,No,18,0
20.44,28.0,4.9,1,1.0,Low,Fog,No,27,0
7.68,26.0,4.7,0,1.0,Low,Sunny,No,16,0
3.06,39.0,5.0,0,1.0,High,Stormy,Yes,42,1
8.94,36.0,4.0,0,2.0,Jam,Sandstorms,No,41,1
10.87,26.0,4.6,0,1.0,Low,Windy,No,21,0
20.21,36.0,4.7,2,1.0,Low,Windy,No,21,0
16.6,20.0,4.8,0,1.0,Medium,Fog,No,35,1
14.05,24.0,5.0,1,0.0,Jam,Sandstorms,No,18,0
9.18,33.0,4.9,0,1.0,Jam,Cloudy,No,29,0
9.06,34.0,4.5,0,0.0,Low,Cloudy,No,23,0
6.04,24.0,4.9,0,0.0,High,Sandstorms,No,31,1
4.47,35.0,4.6,1,1.0,Jam,Sunny,No,22,0
4.72,37.0,4.7,2,0.0,Jam,Cloudy,No,36,1
4.67,30.0,4.3,0,1.0,Low,Sandstorms,No,29,0
12.29,22.0,4.9,1,0.0,Jam,Fog,No,34,1
7.77,33.0,4.6,1,1.0,Jam,Cloudy,No,28,0
10.87,36.0,4.8,0,2.0,Medium,Fog,No,42,1
6.08,39.0,4.7,1,0.0,Medium,Sandstorms,No,25,0
1.5,26.0,4.9,0,1.0,Low,Cloudy,No,22,0
1.55,31.0,4.7,1,0.0,Low,Sunny,No,19,0
20.83,30.0,4.5,1,1.0,Low,Fog,No,33,1
10.64,36.0,4.7,2,0.0,Jam,Fog,Yes,45,1
4.72,38.0,4.6,0,1.0,Jam,Stormy,No,30,0
4.59,39.0,4.9,1,1.0,Jam,Stormy,No,29,0
1.56,35.0,4.9,2,0.0,Low,Fog,No,17,0
12.1,21.0,4.5,1,0.0,Medium,Windy,No,21,0
7.63,39.0,4.8,2,1.0,Low,Sandstorms,No,22,0
20.51,33.0,5.0,2,1.0,Medium,Windy,No,20,0
1.51,37.0,4.6,0,1.0,Low,Cloudy,No,29,0
5.86,22.0,4.5,0,1.0,Medium,Sunny,No,21,0
6.15,37.0,4.6,2,1.0,High,Cloudy,No,27,0
12.07,33.0,4.6,2,1.0,Jam,Sunny,No,19,0
7.79,32.0,4.3,0,1.0,Low,Windy,No,25,0
9.16,24.0,4.8,2,0.0,Jam,Cloudy,No,21,0
7.8,36.0,5.0,2,1.0,Jam,Sunny,No,19,0
6.22,38.0,4.7,2,1.0,High,Stormy,No,26,0
10.43,22.0,4.9,1,1.0,Medium,Sandstorms,No,19,0
10.59,39.0,4.9,0,0.0,Low,Windy,No,22,0
19.89,22.0,4.8,0,2.0,Jam,Cloudy,No,46,1
13.83,32.0,4.3,1,0.0,Jam,Windy,Yes,44,1
1.49,30.0,4.3,0,1.0,Low,Sandstorms,No,34,1
13.83,27.0,4.2,1,0.0,Medium,Fog,No,38,1
9.35,26.0,4.9,1,0.0,Low,Sandstorms,No,10,0
13.97,22.0,4.7,1,0.0,Low,Fog,No,25,0
5.95,20.0,4.7,1,0.0,High,Sandstorms,No,20,0
7.66,37.0,4.4,0,2.0,Medium,Stormy,No,35,1
4.56,22.0,4.7,1,1.0,Medium,Stormy,No,26,0
4.66,20.0,4.7,0,0.0,Low,Sunny,No,12,0
4.61,22.0,4.5,2,0.0,Jam,Windy,No,27,0
1.49,22.0,4.8,1,1.0,Low,Fog,No,19,0
13.99,24.0,3.4,1,1.0,Low,Sunny,No,38,1
4.61,28.0,4.6,2,0.0,Low,Sandstorms,No,10,0
20.85,37.0,4.8,2,1.0,Low,Windy,No,28,0
1.56,38.0,4.5,2,1.0,Low,Sandstorms,No,26,0
3.11,20.0,4.8,1,0.0,Low,Stormy,No,16,0
10.72,23.0,4.8,1,1.0,Low,Cloudy,No,28,0
1.55,33.0,4.8,1,1.0,Low,Sunny,No,15,0
5.96,27.0,4.8,0,0.0,Medium,Sunny,No,18,0
12.42,23.0,4.8,0,1.0,Medium,Sunny,No,22,0
19.91,25.0,4.7,2,1.0,Low,Windy,No,13,0
5.86,32.0,4.6,2,1.0,Medium,Sandstorms,No,28,0
7.44,38.0,4.3,1,1.0,Jam,Sandstorms,No,34,1
16.38,22.0,4.6,2,0.0,Jam,Stormy,No,27,0
7.76,25.0,4.9,1,0.0,Low,Cloudy,No,10,0
16.6,35.0,4.6,2,0.0,Medium,Sunny,No,18,0
3.02,23.0,4.9,1,1.0,Low,Windy,No,11,0
14.15,35.0,4.7,0,0.0,Medium,Windy,No,44,1
1.49,32.0,4.8,1,0.0,Low,Sunny,No,13,0
10.88,25.0,4.2,2,1.0,Jam,Fog,No,44,1
20.07,22.0,4.9,0,0.0,Low,Sandstorms,No,19,0
16.6,38.0,4.8,0,1.0,Low,Windy,No,20,0
4.54,36.0,4.7,1,1.0,Jam,Windy,No,33,1
13.99,38.0,4.6,0,1.0,Jam,Fog,No,43,1
3.12,29.0,4.6,0,0.0,Low,Cloudy,No,17,0
7.76,33.0,4.6,2,1.0,Low,Sandstorms,No,25,0
4.54,25.0,4.8,1,0.0,Low,Stormy,No,13,0
6.18,23.0,4.5,2,1.0,High,Fog,No,22,0
1.55,29.0,4.7,1,0.0,High,Sandstorms,No,19,0
20.18,36.0,4.3,0,1.0,Jam,Windy,No,44,1
9.12,31.0,4.6,1,1.0,Jam,Sunny,No,24,0
19.4,35.0,4.5,1,1.0,Jam,Windy,No,36,1
13.61,38.0,5.0,0,1.0,Low,Sunny,No,26,0
20.18,38.0,5.0,0,1.0,Jam,Sunny,No,26,0
4.47,39.0,5.0,0,1.0,Medium,Stormy,No,32,1
3.02,23.0,4.7,1,0.0,Low,Fog,No,16,0
3.09,20.0,4.6,2,0.0,Low,Windy,No,17,0
7.79,21.0,4.6,2,1.0,Jam,Stormy,No,20,0
20.18,21.0,4.4,2,0.0,Medium,Fog,No,32,1
1.53,30.0,4.0,1,1.0,High,Windy,No,31,1
17.3,37.0,4.3,2,0.0,Jam,Cloudy,No,40,1
4.66,24.0,4.4,1,1.0,Jam,Fog,No,32,1
4.66,35.0,4.5,2,1.0,Jam,Cloudy,No,27,0
10.64,27.0,4.6,2,1.0,Low,Cloudy,No,28,0
20.44,26.0,4.8,1,1.0,Medium,Cloudy,No,29,0
9.31,34.0,4.3,0,1.0,Low,Sandstorms,No,24,0
4.54,22.0,4.8,2,1.0,Medium,Windy,No,28,0
5.96,23.0,4.8,0,1.0,High,Windy,No,28,0
13.77,31.0,4.7,1,1.0,Jam,Sunny,No,22,0
13.61,37.0,4.4,2,2.0,Jam,Sandstorms,No,40,1
13.97,34.0,3.9,1,1.0,Medium,Sandstorms,No,31,1
13.79,28.0,4.6,0,1.0,Medium,Fog,No,35,1
6.23,28.0,4.9,0,1.0,High,Sandstorms,No,26,0
1.51,28.0,4.6,0,1.0,High,Fog,No,20,0
20.44,31.0,4.7,2,0.0,Medium,Sunny,No,29,0
6.08,37.0,5.0,2,1.0,High,Sandstorms,No,28,0
3.15,21.0,4.9,1,1.0,Low,Windy,No,11,0
9.19,28.0,4.9,2,0.0,Low,Stormy,No,12,0
6.24,29.0,4.7,0,1.0,Medium,Stormy,No,26,0
12.29,20.0,4.5,0,1.0,Medium,Cloudy,No,38,1
10.6,33.0,5.0,2,1.0,Medium,Cloudy,No,31,1
4.4,33.0,4.6,2,0.0,Jam,Sunny,No,22,0
6.22,20.0,5.0,2,1.0,High,Stormy,No,24,0
4.6,35.0,5.0,2,1.0,Jam,Windy,No,29,0
10.59,39.0,4.0,0,0.0,Medium,Sandstorms,No,45,1
12.46,34.0,4.7,1,1.0,Low,Sunny,No,29,0
9.32,31.0,4.7,1,1.0,Medium,Cloudy,No,17,0
4.53,34.0,4.4,1,0.0,Jam,Fog,No,36,1
20.21,26.0,4.9,1,1.0,Low,Windy,No,13,0
10.91,29.0,4.0,2,1.0,Medium,Fog,Yes,39,1
16.48,33.0,4.5,2,1.0,Medium,Fog,No,30,0
7.55,34.0,4.6,2,0.0,Medium,Windy,No,27,0
9.12,20.0,4.9,0,0.0,Medium,Fog,No,22,0
16.85,36.0,4.2,0,1.0,Jam,Sunny,No,36,1
1.56,36.0,4.8,1,0.0,Low,Windy,No,23,0
20.07,38.0,5.0,2,0.0,Medium,Cloudy,No,41,1
9.09,35.0,4.7,0,1.0,Jam,Windy,No,30,0
